id,n_class,ADWINBagging,ARF,AdaBoost,DDM-HT,EFHT,HT,OneVsAll-CIDDM,OneVsAll-DDM,OneVsAll-GT,OneVsAll-NC,SRP
1_to_3_gradual_global_change.csv,6,,0.6464007505354094,,0.5327596619647211,,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,
1_to_3_sudden_global_change.csv,6,,0.6464007505354094,,0.5327596619647211,,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,
1_to_6_gradual_global_change.csv,6,,0.6464007505354094,,0.5327596619647211,,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,
1_to_6_sudden_global_change.csv,6,,0.6464007505354094,,0.5327596619647211,,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,
6_to_2_gradual_global_change.csv,6,,0.6201706110109669,,0.5126841657970967,,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,
6_to_2_sudden_global_change.csv,6,,0.6201706110109669,,0.5091823488970949,,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,
6_to_3_gradual_global_change.csv,6,,0.6201706110109669,,0.5212924640317503,,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,
6_to_3_sudden_global_change.csv,6,,0.6201706110109669,,0.5193339463566518,,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,
semi_synth_1_to_3_gradual.csv,6,0.5693318995837294,0.6451101123193952,0.5280821077682389,0.5411478519482498,0.5447034189620837,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,0.6446835216393711
semi_synth_1_to_3_sudden.csv,6,0.563091784782371,0.6394442104284067,0.5457080080940935,0.5422604765943704,0.5447034189620837,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,0.6528754244800491
semi_synth_1_to_6_gradual.csv,6,0.5693318995837294,0.6451101123193952,0.5280821077682389,0.5411478519482498,0.5447034189620837,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,0.6446835216393711
semi_synth_1_to_6_sudden.csv,6,0.5693318995837294,0.6451101123193952,0.5280821077682389,0.5411478519482498,0.5447034189620837,0.5182919111669356,0.5883114777221883,0.5883114777221883,0.5834358378365229,0.5883114777221883,0.6446835216393711
semi_synth_6_to_2_gradual.csv,6,,0.6252820305966724,,0.5181195091069885,,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,
semi_synth_6_to_2_sudden.csv,6,,0.6235344806198323,,0.4962239875435168,0.49747218364990203,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,
semi_synth_6_to_3_gradual.csv,6,0.5423329860448283,0.6202445035464533,0.5405049418101668,0.5185697738204191,0.49747218364990203,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,0.6228215927853028
semi_synth_6_to_3_sudden.csv,6,0.5423329860448283,0.6202445035464533,0.5405049418101668,0.5185697738204191,0.49747218364990203,0.4996404073808953,0.5746544344382076,0.57469770432259,0.5691351167096391,0.5746544344382076,0.6228215927853028
