,idx,accuracy,gmean,kappa,mem_usage,cpu_time,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,drifts_alerts,local_alerts
0,500,0.5484949832775919,0.5169459837172279,0.5138353317486142,4026392,1.6633987426757812,0.7843137254901961,0.15370886858542177,0.6129032258064516,0.21034896647915746,0.2459016393442623,0.23334557188141802,0.48333333333333334,0.2197488464054971,0.6461538461538462,0.1762108950905109,0,0
1,1000,0.568,0.4827641218535593,0.46142453211256224,4063160,4.129471302032471,0.7640449438202247,0.17226521645631415,0.6976744186046512,0.15206922318683969,0.11214953271028037,0.22667482509335454,0.6548672566371682,0.19707165822235237,0.6698113207547169,0.2518754697205222,0,0
2,1500,0.562,0.5433266930495777,0.45158689217547227,4573856,6.586033582687378,0.6571428571428571,0.18818976275716703,0.59,0.20897886794664075,0.31313131313131315,0.18456512820121035,0.6213592233009708,0.20483193950820228,0.6276595744680851,0.21343401506561901,0,0
3,2000,0.572,0.5581187869360292,0.4640191550537483,4928184,9.051639080047607,0.6086956521739131,0.19507595132134437,0.57,0.20514209920538823,0.34615384615384615,0.21906557965517867,0.6909090909090909,0.20038799540031166,0.6526315789473685,0.18032837253519482,0,0
4,2500,0.58,0.5640662299508872,0.47540918083894557,4968672,11.55220365524292,0.7395833333333334,0.19564496027693107,0.6237623762376238,0.21192594009868762,0.32075471698113206,0.18725605122686284,0.6210526315789474,0.19880194385090255,0.6213592233009708,0.20637110453424665,0,0
5,3000,0.572,0.5575515639741185,0.4634466781331955,5007288,13.999038696289062,0.6759259259259259,0.21933101495307541,0.66,0.2043610383329957,0.38461538461538464,0.13778723391211653,0.6,0.1593878507388465,0.5233644859813084,0.2791328620628842,0,0
6,3500,0.564,0.5433659074870365,0.45232460569883876,6937752,16.443938493728638,0.6972477064220184,0.2381417783739029,0.5384615384615384,0.19547114374394295,0.38961038961038963,0.1396062301755452,0.6415094339622641,0.22691125231476617,0.5047619047619047,0.19986959539184224,0,0
7,4000,0.666,0.662422053338492,0.5817052399559163,9339504,18.793920040130615,0.8210526315789474,0.22519343582788703,0.6956521739130435,0.18832505818130996,0.5267857142857143,0.23679498145247294,0.7090909090909091,0.18842020815519797,0.5978260869565217,0.16126631638313219,0,0
8,4500,0.778,0.7629070102292487,0.7212890007080767,9867592,21.228946924209595,0.8737864077669902,0.2390186834811272,0.6460176991150443,0.22364947159968268,0.5934065934065934,0.15101291931395672,0.9809523809523809,0.22335971754169168,0.7865168539325843,0.16295920806354172,0,0
9,5000,0.824,0.8153062965926913,0.7796021819383986,10206984,23.798896312713623,0.97,0.1796320609200644,0.6826923076923077,0.18295639763478763,0.6666666666666666,0.23534153091438068,0.9900990099009901,0.23491915654895532,0.8241758241758241,0.16715085398181204,0,0
