,idx,accuracy,gmean,kappa,mem_usage,cpu_time,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,class_5,class_prop_5,class_6,class_prop_6,class_7,class_prop_7,class_8,class_prop_8,class_9,class_prop_9,drifts_alerts,local_alerts
0,500,0.391304347826087,0.3242455867766931,0.3680249135412941,378768,0.2924458980560303,0.5,0.08269560209062182,0.5555555555555556,0.07101326649479996,0.575,0.13354970010513642,0.045454545454545456,0.07679926637402108,0.40625,0.13508695157745257,0.41379310344827586,0.09825862030396565,0.4,0.11627055838555798,0.43333333333333335,0.10347828801993908,0.23529411764705882,0.09653327298407305,0.25806451612903225,0.07967762210643786,0,0
1,1000,0.38,0.30249407665965167,0.3094661059234443,668664,0.7118282318115234,0.3333333333333333,0.08575451841692353,0.3617021276595745,0.08651069803939072,0.5111111111111111,0.07414321300468486,0.04878048780487805,0.07792601018215486,0.47368421052631576,0.1397305630389091,0.4,0.08694426205444557,0.5245901639344263,0.10716077972230034,0.7115384615384616,0.08991087850005205,0.14583333333333334,0.10436144490073256,0.20689655172413793,0.14751402481978962,0,0
2,1500,0.386,0.335610579396032,0.317149555368717,737416,1.1384291648864746,0.2982456140350877,0.11352605107714817,0.4375,0.0746637116800189,0.42857142857142855,0.07760863336748408,0.29310344827586204,0.1313702345791566,0.46938775510204084,0.09411641414434883,0.22,0.09044871405686156,0.6274509803921569,0.10464291535619995,0.75,0.10018902415200232,0.21052631578947367,0.1105621768721533,0.10810810810810811,0.10287183819346563,0,0
3,2000,0.404,0.34531160656421006,0.33689953805484596,737464,1.556213140487671,0.6046511627906976,0.1128737234755232,0.2857142857142857,0.0822022278458211,0.425531914893617,0.11315113146625126,0.32075471698113206,0.09199096773913695,0.5348837209302325,0.07898133589979886,0.4098360655737705,0.1400842437553798,0.6037735849056604,0.08207032490162638,0.6140350877192983,0.11831767049868519,0.16666666666666666,0.09330127070117016,0.07547169811320754,0.08702710183402462,0,0
4,2500,0.396,0.3269837043324326,0.32882922926482355,737464,1.976140022277832,0.6222222222222222,0.07501667401951395,0.2549019607843137,0.12062828625741702,0.3953488372093023,0.11009590725983731,0.3103448275862069,0.10183003283885027,0.32727272727272727,0.0925519169462429,0.6666666666666666,0.09470413428061988,0.64,0.08921755263080702,0.6444444444444445,0.10958439122009553,0.14893617021276595,0.10736424864283944,0.05357142857142857,0.0990068558914072,0,0
5,3000,0.434,0.41525127973973286,0.3720349175213353,737464,2.3944170475006104,0.6071428571428571,0.09537868913164053,0.3076923076923077,0.12395232582143492,0.5283018867924528,0.10965395680557559,0.3191489361702128,0.09470708152742018,0.5476190476190477,0.05566178869274879,0.40816326530612246,0.0821254452193677,0.5952380952380952,0.06507942602858442,0.5660377358490566,0.0943084247102622,0.2708333333333333,0.10329001684982597,0.23728813559322035,0.17584284521305849,0,0
6,3500,0.4,0.37600497787635073,0.3344898420966232,737488,2.8141863346099854,0.5,0.11184889864798458,0.29508196721311475,0.12629287972591835,0.41509433962264153,0.08775518578360776,0.2549019607843137,0.10771595796033519,0.4358974358974359,0.06706756075951653,0.5,0.07253866941602873,0.609375,0.14175222244075045,0.5952380952380952,0.08515902987401566,0.26153846153846155,0.11903005258878933,0.175,0.0808395428030528,0,0
7,4000,0.474,0.4191249845246383,0.41260290616387263,737488,3.231862783432007,0.5121951219512195,0.10704440581285511,0.4444444444444444,0.11814903001503188,0.4318181818181818,0.0962039574183572,0.3333333333333333,0.09212110076295262,0.6,0.10985058211965743,0.5645161290322581,0.12694439933281543,0.7037037037037037,0.09689149428673309,0.6785714285714286,0.09152871386846485,0.14634146341463414,0.09522182109708545,0.21568627450980393,0.06604449528604679,0,0
8,4500,0.456,0.3754438814249302,0.3940825027956855,737488,3.6493306159973145,0.42857142857142855,0.10585286415520291,0.3888888888888889,0.1331658193259243,0.4918032786885246,0.12069940843801613,0.4423076923076923,0.10295006316166642,0.7291666666666666,0.09303699333845909,0.5116279069767442,0.057975925975497555,0.7068965517241379,0.11236862087721801,0.574468085106383,0.11099109666447372,0.10638297872340426,0.08963414561593001,0.09523809523809523,0.07332506244761176,0,0
9,5000,0.468,0.4105483660865545,0.4066579226781588,737488,4.069715738296509,0.48,0.07787376578341873,0.52,0.10175829513664565,0.45652173913043476,0.09729844562575245,0.4482758620689655,0.08565795200903513,0.5227272727272727,0.10693882208800819,0.5409836065573771,0.12840270882637253,0.7037037037037037,0.15056647330986922,0.6595744680851063,0.08435268323908617,0.15555555555555556,0.06950445038313405,0.13043478260869565,0.0976464035986779,0,0
