,idx,accuracy,gmean,kappa,mem_usage,cpu_time,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,class_5,class_prop_5,class_6,class_prop_6,class_7,class_prop_7,class_8,class_prop_8,class_9,class_prop_9,drifts_alerts,local_alerts
0,500,0.38127090301003347,0.31841943817290586,0.3573088044761212,380328,0.28962063789367676,0.5,0.08269560209062182,0.5185185185185185,0.07101326649479996,0.5,0.13354970010513642,0.045454545454545456,0.07679926637402108,0.46875,0.13508695157745257,0.3793103448275862,0.09825862030396565,0.36666666666666664,0.11627055838555798,0.4666666666666667,0.10347828801993908,0.2647058823529412,0.09653327298407305,0.22580645161290322,0.07967762210643786,0,0
1,1000,0.34,0.30609632666200637,0.2655633796547703,703560,0.7010884284973145,0.2619047619047619,0.08575451841692353,0.425531914893617,0.08651069803939072,0.5111111111111111,0.07414321300468486,0.14634146341463414,0.07792601018215486,0.3684210526315789,0.1397305630389091,0.32,0.08694426205444557,0.3770491803278688,0.10716077972230034,0.5961538461538461,0.08991087850005205,0.14583333333333334,0.10436144490073256,0.22413793103448276,0.14751402481978962,0,0
2,1500,0.402,0.3628467554365049,0.334443336419973,738064,1.1489808559417725,0.3333333333333333,0.11352605107714817,0.4166666666666667,0.0746637116800189,0.42857142857142855,0.07760863336748408,0.46551724137931033,0.1313702345791566,0.5306122448979592,0.09411641414434883,0.22,0.09044871405686156,0.49019607843137253,0.10464291535619995,0.7307692307692307,0.10018902415200232,0.21052631578947367,0.1105621768721533,0.16216216216216217,0.10287183819346563,0,0
3,2000,0.404,0.3766893372920559,0.3367342396481576,738088,1.5537333488464355,0.46511627906976744,0.1128737234755232,0.2857142857142857,0.0822022278458211,0.425531914893617,0.11315113146625126,0.4716981132075472,0.09199096773913695,0.6046511627906976,0.07898133589979886,0.3114754098360656,0.1400842437553798,0.4716981132075472,0.08207032490162638,0.6140350877192983,0.11831767049868519,0.2619047619047619,0.09330127070117016,0.1509433962264151,0.08702710183402462,0,0
4,2500,0.406,0.3644861476837828,0.33908058766194754,738048,1.9586513042449951,0.5111111111111111,0.07501667401951395,0.27450980392156865,0.12062828625741702,0.4418604651162791,0.11009590725983731,0.5172413793103449,0.10183003283885027,0.4,0.0925519169462429,0.5490196078431373,0.09470413428061988,0.5,0.08921755263080702,0.6444444444444445,0.10958439122009553,0.1276595744680851,0.10736424864283944,0.14285714285714285,0.0990068558914072,0,0
5,3000,0.446,0.43333427078104025,0.3855640832261213,738048,2.37172269821167,0.5357142857142857,0.09537868913164053,0.34615384615384615,0.12395232582143492,0.5094339622641509,0.10965395680557559,0.5319148936170213,0.09470708152742018,0.5476190476190477,0.05566178869274879,0.30612244897959184,0.0821254452193677,0.6190476190476191,0.06507942602858442,0.5660377358490566,0.0943084247102622,0.2916666666666667,0.10329001684982597,0.2711864406779661,0.17584284521305849,0,0
6,3500,0.406,0.3786668969687331,0.3389246507652448,738144,2.7859930992126465,0.375,0.11184889864798458,0.3770491803278688,0.12629287972591835,0.41509433962264153,0.08775518578360776,0.3137254901960784,0.10771595796033519,0.46153846153846156,0.06706756075951653,0.3157894736842105,0.07253866941602873,0.640625,0.14175222244075045,0.5952380952380952,0.08515902987401566,0.3384615384615385,0.11903005258878933,0.175,0.0808395428030528,0,0
7,4000,0.496,0.46373788699028634,0.4380042907926369,738120,3.1940643787384033,0.3902439024390244,0.10704440581285511,0.5925925925925926,0.11814903001503188,0.5,0.0962039574183572,0.5,0.09212110076295262,0.6,0.10985058211965743,0.3870967741935484,0.12694439933281543,0.7037037037037037,0.09689149428673309,0.6785714285714286,0.09152871386846485,0.24390243902439024,0.09522182109708545,0.29411764705882354,0.06604449528604679,0,0
8,4500,0.49,0.44345622923703426,0.4321572679416035,738168,3.598771810531616,0.32653061224489793,0.10585286415520291,0.48148148148148145,0.1331658193259243,0.5737704918032787,0.12069940843801613,0.5192307692307693,0.10295006316166642,0.7291666666666666,0.09303699333845909,0.46511627906976744,0.057975925975497555,0.7068965517241379,0.11236862087721801,0.574468085106383,0.11099109666447372,0.2127659574468085,0.08963414561593001,0.21428571428571427,0.07332506244761176,0,0
9,5000,0.48,0.4421765769538295,0.42023297714825975,738192,4.003485202789307,0.42,0.07787376578341873,0.58,0.10175829513664565,0.4782608695652174,0.09729844562575245,0.5517241379310345,0.08565795200903513,0.5227272727272727,0.10693882208800819,0.4426229508196721,0.12840270882637253,0.6851851851851852,0.15056647330986922,0.6595744680851063,0.08435268323908617,0.17777777777777778,0.06950445038313405,0.2391304347826087,0.0976464035986779,0,0
10,5500,0.458,0.3853070360933008,0.39507848354434905,738216,4.4110260009765625,0.4444444444444444,0.0844545607550271,0.5283018867924528,0.11332213341894325,0.4411764705882353,0.08302265992082251,0.4807692307692308,0.07081371560826055,0.4426229508196721,0.12122319935883362,0.5,0.07296847762478854,0.7142857142857143,0.11285278612472402,0.6229508196721312,0.12940546651470583,0.075,0.07839347757775564,0.19607843137254902,0.13354352309613887,0,0
11,6000,0.378,0.32672196269706794,0.307919976856488,738216,4.815968036651611,0.45614035087719296,0.10804324155534717,0.4107142857142857,0.11702664535274546,0.28205128205128205,0.08269499182777958,0.37777777777777777,0.09127463011430391,0.423728813559322,0.12239834426837344,0.4772727272727273,0.10678490695334622,0.72,0.07921530786207702,0.38,0.06851979702379728,0.16,0.11651747325006956,0.0784313725490196,0.10752466179216039,0,0
12,6500,0.41,0.3442660705989568,0.34500628349904305,738240,5.223177671432495,0.5,0.07207777946030094,0.4117647058823529,0.09220911473015427,0.6904761904761905,0.07855009587815735,0.39285714285714285,0.0942327846504693,0.4807692307692308,0.11351853193745266,0.4418604651162791,0.04808596759799655,0.62,0.11828060461617808,0.5531914893617021,0.09774158774100901,0.10344827586206896,0.15807785190104853,0.05555555555555555,0.12722568148723326,0,0
13,7000,0.428,0.3446840781483814,0.36284163718509677,738240,5.653090715408325,0.5882352941176471,0.10091798073803263,0.4482758620689655,0.09507889215295004,0.4222222222222222,0.08578565210331003,0.40476190476190477,0.0890306602554097,0.4423076923076923,0.08334383775453455,0.4634146341463415,0.10371967677591569,0.6507936507936508,0.12266084765607228,0.6037735849056604,0.15580504469143144,0.1,0.0811168857529648,0.06521739130434782,0.08254052211937876,0,0
14,7500,0.448,0.34468900046408046,0.38451932297125535,738240,6.059634685516357,0.5517241379310345,0.13333274355812813,0.4444444444444444,0.09628560983385864,0.5227272727272727,0.08731714803008382,0.4098360655737705,0.12052888777611002,0.48333333333333334,0.07732845403530553,0.36,0.09151326774311037,0.7777777777777778,0.09478895645980788,0.6153846153846154,0.11013558405108301,0.23809523809523808,0.08529407220641554,0.022727272727272728,0.10347527630609728,0,0
15,8000,0.46,0.3566618350413782,0.3989207287752231,738240,6.467541217803955,0.6595744680851063,0.09447028331571793,0.52,0.11348715149634214,0.5098039215686274,0.07913170600310043,0.39655172413793105,0.11931968084741594,0.4166666666666667,0.08552100088239795,0.4222222222222222,0.07214307195714655,0.7142857142857143,0.1359284392708933,0.5849056603773585,0.10898122439935928,0.3333333333333333,0.07599387694190694,0.0196078431372549,0.11502356488571958,0,0
