,idx,accuracy,gmean,kappa,mem_usage,cpu_time,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,drifts_alerts,local_alerts
0,500,0.5217391304347826,0.4536822878715711,0.4849878644413148,398352,0.21572613716125488,0.7450980392156863,0.15370886858542177,0.6451612903225806,0.21034896647915746,0.13114754098360656,0.23334557188141802,0.48333333333333334,0.2197488464054971,0.6307692307692307,0.1762108950905109,0,0
1,1000,0.56,0.4541910339263157,0.4508319895358533,398352,0.5086688995361328,0.7415730337078652,0.17226521645631415,0.6976744186046512,0.15206922318683969,0.08411214953271028,0.22667482509335454,0.672566371681416,0.19707165822235237,0.660377358490566,0.2518754697205222,0,0
2,1500,0.532,0.5007748837217437,0.41402728529358734,477520,0.8074259757995605,0.6571428571428571,0.18818976275716703,0.58,0.20897886794664075,0.24242424242424243,0.18456512820121035,0.6407766990291263,0.20483193950820228,0.5319148936170213,0.21343401506561901,0,0
3,2000,0.552,0.5249224155698355,0.43977591036414576,477520,1.1014139652252197,0.6304347826086957,0.19507595132134437,0.58,0.20514209920538823,0.25,0.21906557965517867,0.6090909090909091,0.20038799540031166,0.7157894736842105,0.18032837253519482,0,0
4,2500,0.596,0.5922461039980095,0.49464878090272735,477424,1.4042835235595703,0.7395833333333334,0.19564496027693107,0.6336633663366337,0.21192594009868762,0.4811320754716981,0.18725605122686284,0.5368421052631579,0.19880194385090255,0.6019417475728155,0.20637110453424665,0,0
5,3000,0.604,0.5832595387383926,0.5023800308624911,477184,1.698542594909668,0.7870370370370371,0.21933101495307541,0.66,0.2043610383329957,0.5824175824175825,0.13778723391211653,0.37894736842105264,0.1593878507388465,0.5887850467289719,0.2791328620628842,0,0
6,3500,0.54,0.5203395505915903,0.42329583920485037,688160,1.9923696517944336,0.7431192660550459,0.2381417783739029,0.5576923076923077,0.19547114374394295,0.44155844155844154,0.1396062301755452,0.37735849056603776,0.22691125231476617,0.5523809523809524,0.19986959539184224,0,0
7,4000,0.584,0.5744413567123782,0.4787907946435731,899024,2.2843501567840576,0.7684210526315789,0.22519343582788703,0.6521739130434783,0.18832505818130996,0.38392857142857145,0.23679498145247294,0.6363636363636364,0.18842020815519797,0.5108695652173914,0.16126631638313219,0,0
8,4500,0.73,0.7086155172706019,0.6609045559356773,933200,2.58282470703125,0.8349514563106796,0.2390186834811272,0.6460176991150443,0.22364947159968268,0.4835164835164835,0.15101291931395672,0.9238095238095239,0.22335971754169168,0.7415730337078652,0.16295920806354172,0,0
9,5000,0.766,0.7582149450529577,0.7070239138600225,966824,2.8840622901916504,0.95,0.1796320609200644,0.7115384615384616,0.18295639763478763,0.6190476190476191,0.23534153091438068,0.8514851485148515,0.23491915654895532,0.7032967032967034,0.16715085398181204,0,0
10,5500,0.764,0.7580714253783449,0.7037974175151114,932504,3.1888821125030518,0.9183673469387755,0.19777669417397042,0.7790697674418605,0.15383637552908308,0.6605504587155964,0.19419167698362233,0.8034188034188035,0.2422582526394298,0.6593406593406593,0.21193700067389454,0,0
11,6000,0.8,0.7926810604664672,0.749094230170917,1100152,3.499307155609131,0.8938053097345132,0.22506988690809257,0.7261904761904762,0.17396962194208357,0.7378640776699029,0.22918325122171956,0.75,0.14773510488587416,0.8712871287128713,0.22404213504222995,0,0
12,6500,0.856,0.8503614217205152,0.8196889634619718,1099792,3.8045740127563477,0.8585858585858586,0.1642868941904552,0.8163265306122449,0.1727828805286267,0.7473684210526316,0.16160449953544928,0.8969072164948454,0.2160221923571871,0.9464285714285714,0.2853035333882815,0,0
13,7000,0.89,0.8854114480821655,0.8619561070618236,1167880,4.113906145095825,0.908256880733945,0.19599687289098258,0.8850574712643678,0.1748163123587198,0.7741935483870968,0.18706351453045028,0.9224137931034483,0.27846589234750385,0.9479166666666666,0.1636574078723435,0,0
14,7500,0.848,0.8483692000059484,0.8094359303538473,1143784,4.427145957946777,0.912621359223301,0.22961835339198683,0.780952380952381,0.20784603580619382,0.7090909090909091,0.16884172177841586,0.9587628865979382,0.20492454051089073,0.9069767441860465,0.1887693485125127,0,0
15,8000,0.818,0.8102942735552033,0.7721753498735697,1222800,4.732648134231567,0.8969072164948454,0.20795743481206014,0.6880733944954128,0.19845138685051641,0.7096774193548387,0.1576640728395446,0.963302752293578,0.24490966367025244,0.8279569892473119,0.19101744182762645,0,0
16,8500,0.846,0.8418084380386572,0.807133553752129,1346128,5.0361833572387695,0.8631578947368421,0.16710353398937935,0.8352941176470589,0.20182437592844651,0.75,0.1927595388526905,0.9107142857142857,0.21543517677333976,0.8584070796460177,0.22287737445614375,0,0
17,9000,0.868,0.85334926966171,0.8341024944952191,1424024,5.338872909545898,0.926829268292683,0.2504790372464767,0.8105263157894737,0.166447725650589,0.7215189873417721,0.16119177449312508,0.9901960784313726,0.2074668460184126,0.8431372549019608,0.21441461659139688,0,0
18,9500,0.876,0.866649423248735,0.8445725745800952,1459696,5.645890474319458,0.9339622641509434,0.23885396902723205,0.8775510204081632,0.20693736200373175,0.6774193548387096,0.15772681806893793,0.967741935483871,0.1743449990365649,0.9099099099099099,0.2221368518635334,0,0
19,10000,0.924,0.9227160401658061,0.9048749105073172,1546864,5.953274965286255,1.0,0.1997934979313426,0.8679245283018868,0.21887904697329102,0.8316831683168316,0.17440911633655834,0.9897959183673469,0.19928217715092572,0.9361702127659575,0.2076361616078824,0,0
20,10500,0.912,0.9107347753170567,0.8898816227444504,1580536,6.258807420730591,0.9787234042553191,0.16812136480605006,0.8773584905660378,0.24635176889826182,0.7920792079207921,0.19460651040125707,0.98,0.2005276317075375,0.94,0.1903927241868936,0,0
21,11000,0.91,0.9033842381254267,0.8872683364313664,1614712,6.567175626754761,0.970873786407767,0.20541504601369,0.8761904761904762,0.1946274183774087,0.7368421052631579,0.17555979381743345,0.9807692307692307,0.21424693544848294,0.9787234042553191,0.21015080634298475,0,0
22,11500,0.888,0.885283309927923,0.8596695217236591,1580536,6.878784894943237,0.9770114942528736,0.1847579056061367,0.8487394957983193,0.1989688804524958,0.6831683168316832,0.22834424971198525,0.9702970297029703,0.21461753241176326,0.989247311827957,0.17331143181761918,0,0
23,12000,0.932,0.9270578411209852,0.914833499491506,1614424,7.185258150100708,1.0,0.17584159771947494,0.8598130841121495,0.1929739283140963,0.8202247191011236,0.17636760706858712,0.9801980198019802,0.20668765176719767,0.9905660377358491,0.24812921513064398,0,0
24,12500,0.904,0.897164621858312,0.8794466601701812,1682656,7.4947357177734375,0.9886363636363636,0.21352982620332273,0.8421052631578947,0.19057093736309882,0.7448979591836735,0.17895492955252035,0.967741935483871,0.17980120903967145,0.968503937007874,0.23714309784138676,0,0
25,13000,0.902,0.8901416458402079,0.8769672682716161,1761184,7.805453300476074,0.9830508474576272,0.22864048975359444,0.8131868131868132,0.20438143258659863,0.7582417582417582,0.19680062572154053,0.9603960396039604,0.19754933997121882,0.96,0.17262811196704753,0,0
26,13500,0.908,0.9049413491914844,0.8848341611921167,1962552,8.116008043289185,0.9801980198019802,0.16221054220220393,0.8315789473684211,0.21775283255447414,0.8235294117647058,0.2161651720773457,0.9320388349514563,0.21104178100570092,0.97,0.1928296721602751,0,0
27,14000,0.944,0.943811202226462,0.9297051129488202,2084816,8.4194917678833,0.9814814814814815,0.25574800680548704,0.9065420560747663,0.18585906615790876,0.9047619047619048,0.19629635842335694,0.9487179487179487,0.1697750438699126,0.9805825242718447,0.19232152474333444,0,0
28,14500,0.948,0.9440616165808543,0.9348736548904875,2016800,8.725900650024414,0.989010989010989,0.1994556368765188,0.9411764705882353,0.18653783809717198,0.8297872340425532,0.17923819970287272,0.970873786407767,0.2173374225950978,1.0,0.21743090272833884,0,0
29,15000,0.922,0.9233014316713738,0.9023398373332264,2183728,9.037340879440308,0.9166666666666666,0.18433093214831844,0.9456521739130435,0.13481338890945366,0.8679245283018868,0.23263998041743333,0.9333333333333333,0.23061042057125947,0.9555555555555556,0.21760527795353501,0,0
30,15500,0.94,0.940746369529085,0.9248820648418016,2193536,9.345815896987915,0.979381443298969,0.1850248332930883,0.9397590361445783,0.20085174948404272,0.9333333333333333,0.2195398671659729,0.9903846153846154,0.20165019871399575,0.8660714285714286,0.19293335134290035,0,0
31,16000,0.954,0.9526534141762605,0.9423807281071818,2295992,9.655482053756714,0.9911504424778761,0.2356757372405484,0.967391304347826,0.1791243151805351,0.8932038834951457,0.23897490927073728,0.98989898989899,0.18791629817430847,0.925531914893617,0.15830874013387092,0,0
32,16500,0.952,0.9499631758142391,0.9398731323091724,2409072,9.96743106842041,0.9607843137254902,0.2066793366495342,0.9052631578947369,0.20819289094459545,0.9285714285714286,0.1812358657300078,1.0,0.2486793479329299,0.9578947368421052,0.15521255874293274,0,0
33,17000,0.968,0.9661933239720362,0.9598405670511932,2374512,10.278262853622437,1.0,0.2601922413886334,0.926829268292683,0.17356778893675898,0.9339622641509434,0.17043915675818008,1.0,0.18360911185580592,0.9727272727272728,0.21219170106062132,0,0
34,17500,0.964,0.9645211763302,0.9548462514863109,2374152,10.588329315185547,0.9901960784313726,0.1673333885852532,0.9298245614035088,0.2704153888212256,0.9347826086956522,0.1581693294042798,0.9883720930232558,0.13960418157918095,0.9813084112149533,0.2644777116100601,0,0
35,18000,0.964,0.9620353734764716,0.9549037194410065,2297344,10.900507926940918,0.9801980198019802,0.1960305288645661,0.967032967032967,0.2067665814009492,0.8947368421052632,0.2168432760599397,0.9910714285714286,0.17363743845235363,0.9803921568627451,0.20672217522219163,0,0
36,18500,0.954,0.9499470345090133,0.9422667577011125,2442456,11.213855981826782,0.9910714285714286,0.20064320389542023,0.9382716049382716,0.16694642351083586,0.8876404494382022,0.20999365913517803,0.9907407407407407,0.21514832651936094,0.9459459459459459,0.20726838693920507,0,0
37,19000,0.952,0.9545930203773859,0.9397275686101176,2340288,11.525798559188843,0.9772727272727273,0.16326281729937356,0.9387755102040817,0.2031036816961254,0.912,0.21354470457769076,1.0,0.20755043213290317,0.9473684210526315,0.21253836429390693,0,0
38,19500,0.96,0.9594245511086131,0.9497931477688074,2351544,11.833771467208862,0.9752066115702479,0.2383441134657067,0.9620253164556962,0.18967344961655888,0.883495145631068,0.18281699752715716,1.0,0.16712762290546468,0.9807692307692307,0.22203781648511256,0,0
39,20000,0.97,0.9701246086819397,0.9624427251558627,2428400,12.138447284698486,0.9782608695652174,0.16267981030705878,0.9591836734693877,0.2256399184183394,0.9509803921568627,0.22235892345867275,1.0,0.20671283800497303,0.9629629629629629,0.1826085098109558,0,0
