L0,id,n_class,ADWINBagging,ADWINBagging,ARF,ARF,AdaBoost,AdaBoost,Bagging-CIDDM,Bagging-CIDDM,Bagging-GT,Bagging-GT,DDM-HT,DDM-HT,EFHT,EFHT,HT,HT,LB,LB,OneVsAll-CIDDM,OneVsAll-CIDDM,OneVsAll-DDM,OneVsAll-DDM,OneVsAll-GT,OneVsAll-GT,OneVsAll-NC,OneVsAll-NC,SRP,SRP
L1,,,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift,Global,Local Drift
0,swap_cluster_global_gradual,10,0.9603657927874052,0.9450814074313576,0.6125994676850762,0.6063904803284139,0.943636092042061,0.9569188437757018,0.9627470511164063,0.9501977434224989,0.973986610850642,0.9814884119115546,0.8156330985950786,0.7820368401577494,0.9185319270089576,0.8712816069313141,0.8267585212087694,0.7983217976837871,0.957763347090506,0.937503940036156,0.9414529165606969,0.9422764524409112,0.8773340966613055,0.7790604120214105,0.9516987719021432,0.9681467606774818,0.8973931762771503,0.8482175170716376,0.7969070154748907,0.7876911031738671
1,swap_cluster_global_gradual,15,0.9369957575064892,0.9147380362928628,0.3948647585088944,0.3905476231665248,0.8476866565522454,0.9051095578391206,0.9473575382223532,0.9347073828502253,0.9634364798004276,0.9803557785708942,0.7177253900305225,0.6677093176704632,0.8014774179733805,0.8741329107664481,0.6391779599298528,0.6085129817092825,0.943294705830322,0.931276388104402,0.8830089251562963,0.8707049803114162,0.848058960171207,0.7976682947321958,0.9184003286692576,0.961145803703128,0.847527978630903,0.7965584411144457,0.3749921571909334,0.3699969002718156
2,swap_cluster_global_gradual,5,0.9637208523802354,0.9360196961830392,0.9046087018573368,0.9046532317483428,0.9580386811600012,0.9718876014206204,0.962622599780974,0.931592340112107,0.9615097441076907,0.929187912072906,0.8902495832646482,0.8214921673771375,0.942813805253435,0.8964030030941232,0.8766544455475928,0.8164886895107795,0.9649012866670552,0.9392233367554303,0.9521116868961342,0.9234693142480552,0.944467653173105,0.926601760505678,0.9459307530418096,0.9071816293634704,0.9009408408586012,0.8047362420212135,0.9687351558750102,0.9635057860101988
3,swap_cluster_global_sudden,10,0.941395738080536,0.8876887901721847,0.629630876638063,0.620038447778544,0.9108098124180248,0.8958595832332654,0.9426893202867198,0.8918915285836487,0.9635972465012754,0.9448644887710784,0.8100908313323114,0.814603044707849,0.9281057649546248,0.8804457079319945,0.8051787565337044,0.739099101761146,0.9383735190113648,0.8820849660638465,0.9322114095943302,0.9133365756288714,0.8832645766043645,0.7894201468132969,0.9490341541655344,0.9530951051206517,0.8947387360691674,0.8314154699075517,0.7908083026439036,0.8041134284425113
4,swap_cluster_global_sudden,15,0.8972766834595969,0.7993268860957304,0.4026460114633541,0.3903377683962831,0.7993349674902216,0.8092866879647869,0.8970802641283623,0.8039201593348527,0.951706496853587,0.9497509746333318,0.7753712679066607,0.8145993651550096,0.801968691549907,0.8668589310037479,0.619303765035561,0.5448726249394789,0.8847666083690663,0.7687129363915458,0.8644201567226847,0.8152596264166793,0.8537822799243496,0.8059736549144361,0.9077104029086136,0.926019519505548,0.8537822799243496,0.8059736549144361,0.37859738903062,0.3757054089237895
5,swap_cluster_global_sudden,5,0.965966060153087,0.926535225097358,0.9062517325884244,0.909337785493985,0.9674260859660871,0.9807105769156556,0.9661841470195552,0.9283904257284138,0.966204183710572,0.9274381119812946,0.9013467286767942,0.8371224391053493,0.9572912507704068,0.9209536819065004,0.8436906210745804,0.7436106624123623,0.9706674262979116,0.9382007490963616,0.9673626770407188,0.946600450553964,0.9505725892385454,0.9010619560831008,0.9532493664373228,0.9135568938432036,0.9366478688921472,0.8776580649381011,0.9773950513893392,0.969721159203362
6,swap_cluster_local_gradual,10,0.9737778538928898,0.9768488250253023,0.6366199070028458,0.6678523590046584,0.950670139996024,0.9770252575124478,0.9761391671965108,0.9806663936934854,0.9798409656894436,0.9897399056605628,0.8695321832631427,0.9107393405495696,0.9464922428209804,0.9486725750605046,0.8725419836238955,0.880946177228383,0.9730472442384552,0.9747887877517004,0.9525926355804782,0.9675293711310128,0.9340889765725804,0.9234487458804272,0.9559173089829108,0.975671591097931,0.9398623009427975,0.94740812107553,0.8018824688877004,0.790931601030743
7,swap_cluster_local_gradual,15,0.96302746279525,0.9826878379558176,0.3925808316533321,0.3879834982647199,0.841043627970581,0.9401470259076504,0.9645946224038924,0.9825926029154808,0.9668011230331596,0.9881762246720712,0.8042945204430391,0.8974224100933954,0.7916954674134709,0.8759733668514146,0.7223154899606874,0.7933222280862308,0.9629505154266595,0.9829146881325852,0.9137930462991172,0.950237841964795,0.9072905788958164,0.9414652379324464,0.9207354075134414,0.965317753704377,0.9072905788958164,0.9414652379324464,0.3698221547364278,0.383979554003092
8,swap_cluster_local_gradual,5,0.9811778121472526,0.9760403251703492,0.9135973977725635,0.9172885493306914,0.9673454336820774,0.9891089346403714,0.9805351600455146,0.9737397804654396,0.9822120378963476,0.9783940026536884,0.8972458563711873,0.8851687897659664,0.9657666180908726,0.9493438465194488,0.9113836928715116,0.9082755660608556,0.9815840946807354,0.9762335423447313,0.9696260474231592,0.9600143890499444,0.949051059727371,0.9054431965432184,0.9704457808432728,0.9655486121738728,0.9395983000746848,0.8975340903049316,0.965488349327057,0.968060867920661
