,idx,accuracy,gmean,kappa,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,drifts_alerts,local_alerts
255,128000,0.992,0.9916130711105171,0.9899721225005516,0.9893617021276596,0.17730814435836426,0.9690721649484536,0.20934999667249946,1.0,0.209773742838947,1.0,0.21901017279858148,1.0,0.1845579433316077,0,0
256,128500,0.984,0.9844199191712112,0.9799598194379732,0.9903846153846154,0.18568284471791674,1.0,0.2170840119713372,0.9732142857142857,0.19512404574342546,0.9696969696969697,0.17973351320898365,0.9891304347826086,0.22237558435833682,0,0
257,129000,0.996,0.9960908135342349,0.9949779532146121,1.0,0.15843274357074308,0.9911504424778761,0.22592453213423008,1.0,0.1917535596520563,1.0,0.2213335442162775,0.9893617021276596,0.20255562042669292,0,0
258,129500,0.994,0.994433791441845,0.9924844051406668,1.0,0.19591568556132152,0.981651376146789,0.22849573144407684,1.0,0.15657573078983586,0.9906542056074766,0.22994361419610787,1.0,0.18906923800865802,0,0
259,130000,0.986,0.9850546357868902,0.9824540295574404,0.99,0.20458446955409645,0.978021978021978,0.17628224853459573,1.0,0.22118200057555495,1.0,0.19164542063247683,0.9578947368421052,0.20630586070327614,0,0
260,130500,0.99,0.9901347591083579,0.9874785883861403,1.0,0.20137056520410015,0.9903846153846154,0.1810943872741667,0.9902912621359223,0.21219366701412254,1.0,0.17822689971208272,0.9702970297029703,0.2271144807955278,0,0
261,131000,0.994,0.9943180587842242,0.9924575359272705,1.0,0.12506644149110036,0.9914529914529915,0.23959634317955392,1.0,0.2156135151000671,0.9888888888888889,0.1825892090883498,0.991304347826087,0.2371344911409287,0,0
262,131500,0.998,0.9981751703173701,0.9974925403074145,1.0,0.19206436342171004,0.990909090909091,0.1910036236559286,1.0,0.185026012363594,1.0,0.2203589181147584,1.0,0.21154708244400913,0,0
263,132000,0.994,0.994433791441845,0.9924858734420711,1.0,0.2068082127516127,1.0,0.16854799270102483,1.0,0.17715804733752652,1.0,0.21192678075819682,0.9724770642201835,0.23555896645163926,0,0
264,132500,0.994,0.9939197492851307,0.992461516039381,0.9908256880733946,0.2270032408975793,1.0,0.1953825872662253,1.0,0.12414174300623378,1.0,0.27057749698008,0.9789473684210527,0.1828949318498817,0,0
265,133000,0.998,0.99805066743236,0.9974795592253173,1.0,0.22045868916995745,1.0,0.1385954874832934,0.9902912621359223,0.19930079232114517,1.0,0.1443467457810981,1.0,0.29729828524450586,0,0
266,133500,0.998,0.9977924729423746,0.9974919365760921,1.0,0.16709223485112049,1.0,0.24082693781637932,1.0,0.18520014240767727,0.989010989010989,0.16758482703081765,1.0,0.2392958578940054,0,0
267,134000,0.998,0.9976905065130881,0.9974942869743014,1.0,0.19578951627718297,1.0,0.20524893374192155,1.0,0.24366837836352154,1.0,0.20610170797057736,0.9885057471264368,0.1491914636467965,0,0
268,134500,0.992,0.992334211573859,0.9899134574650501,1.0,0.2308415557822573,0.984375,0.2704355462147902,1.0,0.1536656543142113,1.0,0.17381832594666413,0.9775280898876404,0.17123891774207683,0,0
269,135000,0.994,0.9941718101070022,0.99246416711463,0.9882352941176471,0.1894595167617786,0.9827586206896551,0.21357472690513485,1.0,0.23303512831982268,1.0,0.17928833386973347,1.0,0.18464229414353064,0,0
270,135500,0.996,0.9958820132202338,0.994993767240214,1.0,0.22717842200282828,0.9894736842105263,0.18561810555327196,0.99,0.16574972342168098,1.0,0.21823810987939385,1.0,0.20321563914282498,0,0
271,136000,0.998,0.9979295888569857,0.9974881188019331,1.0,0.17593190618317658,1.0,0.22195893072137352,1.0,0.2048924206823181,1.0,0.19014599010816402,0.9896907216494846,0.20707075230496755,0,0
272,136500,0.994,0.9940062093712864,0.9924798082852458,1.0,0.15649650297026704,0.9897959183673469,0.18049842213605788,0.9803921568627451,0.2448934811730622,1.0,0.24559629408385414,1.0,0.17251529963675866,0,0
273,137000,0.988,0.9870760779632985,0.9849368099176044,0.9629629629629629,0.16618772353740988,0.9902912621359223,0.17667071956595154,0.9826086956521739,0.24362916907814972,1.0,0.22551533676323002,1.0,0.18799705105525866,0,0
274,137500,0.994,0.9940891741064564,0.9924767154342691,1.0,0.23981526236575637,0.9914529914529915,0.18809371129575095,0.9893617021276596,0.18048441914506153,1.0,0.15724273749309345,0.9896907216494846,0.23436386970033762,0,0
275,138000,0.996,0.9961239143167866,0.9949877952815105,1.0,0.17873385010923484,1.0,0.22876922800389496,1.0,0.15291584845751943,1.0,0.22573005588947126,0.9807692307692307,0.21385101753987948,0,0
276,138500,0.992,0.9921293107450218,0.989963517385697,1.0,0.15114500087405044,0.970873786407767,0.19980305020681513,1.0,0.184800504786299,0.9900990099009901,0.22257567474535292,1.0,0.2416757693874827,0,0
277,139000,0.992,0.9912688406163679,0.9899594361219326,1.0,0.21444098500522435,0.967391304347826,0.17885554198969428,0.9893617021276596,0.21040337130956765,1.0,0.19237393454212126,1.0,0.20392616715339243,0,0
278,139500,0.998,0.9977678348744661,0.9974934453596154,1.0,0.19695079685127723,1.0,0.1831833039298575,1.0,0.26718737758273825,0.9888888888888889,0.1628968147190008,1.0,0.18978170691712618,0,0
279,140000,1.0,1.0,1.0,1.0,0.1854560410415298,1.0,0.15833973573492788,1.0,0.19387894236843947,1.0,0.24609596338747228,1.0,0.21622931746763066,0,0
280,140500,1.0,1.0,1.0,1.0,0.24458401665024737,1.0,0.19632184400867594,1.0,0.16594667926876064,1.0,0.22325757563334797,1.0,0.16988988443896821,0,0
281,141000,0.996,0.9960473070779878,0.9949874435460829,1.0,0.21255060420648375,0.9803921568627451,0.1611822498544881,1.0,0.22342802360147082,1.0,0.2116659596669052,1.0,0.1911731626706523,0,0
282,141500,1.0,1.0,1.0,1.0,0.1672534552923195,1.0,0.2001568881812008,1.0,0.20674088068590452,1.0,0.20384661235113016,1.0,0.222002163489445,0,0
283,142000,0.99,0.990275719410519,0.9874595570715557,0.9885057471264368,0.2134891003362152,0.9906542056074766,0.21323154642797365,1.0,0.1585030914127902,0.981651376146789,0.20974763337807675,0.9906542056074766,0.20502862844494427,0,0
284,142500,0.994,0.9938227433397089,0.9924869648840738,1.0,0.20093971732169685,0.9904761904761905,0.18302057518630818,1.0,0.23116665516247079,0.989010989010989,0.1851987569675402,0.9896907216494846,0.19967429536198406,0,0
