,idx,accuracy,gmean,kappa,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,class_5,class_prop_5,class_6,class_prop_6,class_7,class_prop_7,class_8,class_prop_8,class_9,class_prop_9,drifts_alerts,local_alerts
60,30500,0.094,0.0,-0.00020313176185892456,1.0,0.1114560909994403,0.0,0.09790076855261882,0.0,0.06627762536277318,0.0,0.11300581803865187,0.0,0.112250400971643,0.0,0.09782132937233841,0.0,0.10238261316699278,0.0,0.07406201754796897,0.0,0.10672368502113101,0.0,0.11811965096644164,0,0
61,31000,0.09,0.0,-0.000250612241308818,1.0,0.06054379930276848,0.0,0.06327197777342083,0.0,0.09613199487680113,0.0,0.14106838487095727,0.0,0.10467854079777432,0.0,0.1087788391512922,0.0,0.09440070306703306,0.0,0.09636261393043329,0.0,0.12471491709371803,0.0,0.11004822913580134,0,0
62,31500,0.116,0.0,-0.00024440360993183174,1.0,0.12165756784830778,0.0,0.06848615193918524,0.0,0.07688437063049998,0.0,0.11220921678886929,0.0,0.11066314470051711,0.0,0.072512607539441,0.0,0.11304081992486487,0.0,0.115114509008746,0.0,0.13088708689145379,0.0,0.07854452472811514,0,0
63,32000,0.088,0.0,-0.00016230704105490296,1.0,0.08840989045070967,0.0,0.11633024017338689,0.0,0.08038060571501282,0.0,0.0864819070590016,0.0,0.10592335192784968,0.0,0.07946311493630157,0.0,0.1078256848240671,0.0,0.10198182812654771,0.0,0.13410691526721516,0.0,0.09909646151990766,0,0
64,32500,0.112,0.0,-0.00020274379941880065,1.0,0.09773241182308827,0.0,0.1270007966655152,0.0,0.12570697279261492,0.0,0.06772178860094802,0.0,0.08043645095352468,0.0,0.052463874622646664,0.0,0.13792292945176793,0.0,0.12994879255851127,0.0,0.09383310981299682,0.0,0.08723287271838605,0,0
65,33000,0.104,0.0,-0.00017860332202178234,1.0,0.12716218699611948,0.0,0.09109191528213843,0.0,0.09400422111293137,0.0,0.05320531149552915,0.0,0.108621176931925,0.0,0.08868660746600882,0.0,0.06779305543273219,0.0,0.075110222890555,0.0,0.13594062081878913,0.0,0.15838468157327165,0,0
66,33500,0.09,0.0,-0.00027699978455572556,1.0,0.08989269240635708,0.0,0.0755286200962523,0.0,0.12915724972085918,0.0,0.1192614187173563,0.0,0.1109297201757039,0.0,0.07241842080789652,0.0,0.07498372099927118,0.0,0.0909252577612382,0.0,0.11521624794645371,0.0,0.12168665136861156,0,0
67,34000,0.092,0.0,-0.0002114984666361144,1.0,0.07569895426940831,0.0,0.11813266684500295,0.0,0.10935378383718107,0.0,0.09384266056732127,0.0,0.11675401381656754,0.0,0.12447768076331883,0.0,0.10658084194016886,0.0,0.10745984895070287,0.0,0.08315215216754503,0.0,0.06454739684278359,0,0
68,34500,0.106,0.0,-0.00032225146355872647,1.0,0.10329057332214217,0.0,0.12524256690229246,0.0,0.1499737251703649,0.0,0.11775746558227766,0.0,0.09501493573620065,0.0,0.05711406203486863,0.0,0.08497348444865822,0.0,0.09710665823853931,0.0,0.07524983889379137,0.0,0.09427668967086474,0,0
69,35000,0.092,0.0,-0.011884065723430249,0.32,0.131602123130855,0.0,0.05596279846330581,0.5769230769230769,0.11966814407389151,0.0,0.10177083556219203,0.0,0.10327549808156562,0.0,0.12742927895505887,0.0,0.0654737047689599,0.0,0.11202174576207624,0.0,0.07192041716640749,0.0,0.11087545403568776,0,0
70,35500,0.096,0.0,-0.005244172030192892,0.7843137254901961,0.11801824992318106,0.0,0.10688838785961889,0.1702127659574468,0.08366950963507301,0.0,0.1100924148626663,0.0,0.08128087417931068,0.0,0.08281135200815341,0.0,0.08315918658331069,0.0,0.13289654219728916,0.0,0.09725681814128981,0.0,0.1039266646101071,0,0
71,36000,0.07,0.0,-0.0002581311306143565,1.0,0.08252133603953943,0.0,0.09165125108180547,0.0,0.09504359078713646,0.0,0.12469575062702337,0.0,0.12521063687859174,0.0,0.08763285959690315,0.0,0.08791358367496227,0.0,0.10033094653212017,0.0,0.08935361934391547,0.0,0.11564642543800238,0,0
72,36500,0.082,0.0,-0.00020483497709769945,1.0,0.071488069128402,0.0,0.09344346881216233,0.0,0.09179061547307846,0.0,0.08690282244161882,0.0,0.11483672043223618,0.0,0.12760782592909545,0.0,0.12295530274056372,0.0,0.12018502840245196,0.0,0.06550592238581192,0.0,0.10528422425457917,0,0
73,37000,0.072,0.0,-0.0001853791866596023,1.0,0.08805897478001526,0.0,0.0864668715220205,0.0,0.072753748033451,0.0,0.10215026433684109,0.0,0.12955682927354903,0.0,0.11163604811381922,0.0,0.12356584239594584,0.0,0.09969434099965198,0.0,0.06873116628753465,0.0,0.11738591425717146,0,0
74,37500,0.094,0.0,-0.0002738056333300928,1.0,0.10581053116875337,0.0,0.13160657857334535,0.0,0.10373473333102645,0.0,0.08247804085176691,0.0,0.0957361617047165,0.0,0.08294341324889445,0.0,0.11138527944700981,0.0,0.05428503067115272,0.0,0.1076678929456462,0.0,0.12435233805768811,0,0
75,38000,0.104,0.0,-0.001358987196910102,0.2777777777777778,0.09067441254814695,0.0,0.08627209905999561,0.0,0.12857625966047576,0.0,0.09790527606338027,0.0,0.07615818953231834,0.0,0.07522850044062587,0.7115384615384616,0.11922494148812368,0.0,0.1042478138424529,0.0,0.11376331900479592,0.0,0.10794918835968471,0,0
76,38500,0.096,0.0,-0.00023014144847487015,0.0,0.07713321215036222,0.0,0.07250033871494761,0.0,0.09530581172590563,0.0,0.10249920797884131,0.0,0.1203033733677504,0.0,0.07264912637068546,1.0,0.11857024880637104,0.0,0.10177966919152837,0.0,0.12365993911477405,0.0,0.11559907257883387,0,0
77,39000,0.118,0.0,0.013171144318685293,0.8148148148148148,0.10053401929580623,0.0,0.11176255585936579,0.0,0.09793129748289896,0.0,0.0791356890868984,0.0,0.14192758529580063,0.0,0.06637175230067138,0.3,0.11301013690159603,0.0,0.08744005829510407,0.0,0.1046153012994003,0.0,0.09727160418245814,0,0
78,39500,0.116,0.0,-0.00019460800065171672,1.0,0.09316051145913251,0.0,0.10182077742363184,0.0,0.08892847480873022,0.0,0.09242299608182875,0.0,0.17753928742705613,0.0,0.0969762163798548,0.0,0.09241521793292526,0.0,0.06885262863888555,0.0,0.08259389784610521,0.0,0.10528999200184964,0,0
79,40000,0.086,0.0,-0.000205731594682488,1.0,0.09056060293941373,0.0,0.09304087769170072,0.0,0.06740020200690623,0.0,0.08935613637067231,0.0,0.11627943720716177,0.0,0.07566071573759335,0.0,0.14686324087918184,0.0,0.10677176287441574,0.0,0.09500862482660752,0.0,0.11905839946634693,0,0
80,40500,0.13,0.0,-0.00021153899215465077,1.0,0.1499544401954872,0.0,0.09218373628825767,0.0,0.08766516316422428,0.0,0.1066934624043649,0.0,0.06339780320336727,0.0,0.10088940927270583,0.0,0.10703669975399795,0.0,0.12398830012301643,0.0,0.07616403602070304,0.0,0.09202694957387544,0,0
81,41000,0.118,0.0,-0.0002177344728104051,1.0,0.11239484410617262,0.0,0.09803025405824627,0.0,0.08442446951038023,0.0,0.08514595784556292,0.0,0.11222445805316872,0.0,0.10896928531228742,0.0,0.13733377336136854,0.0,0.0722155267088677,0.0,0.07876018542690377,0.0,0.11050124561704196,0,0
82,41500,0.122,0.0,-0.00023695818599394827,1.0,0.09136393833953295,0.0,0.07421698239986337,0.0,0.0869897569467561,0.0,0.11116556235263274,0.0,0.12404408094996715,0.0,0.08062939092907835,0.0,0.13066352375167423,0.0,0.08114462247594471,0.0,0.10789405443948627,0.0,0.11188808741506429,0,0
83,42000,0.098,0.0,-0.000266146202980842,1.0,0.13089352150986203,0.0,0.08046068782299105,0.0,0.13027519414626954,0.0,0.09082403681742411,0.0,0.08045820613577913,0.0,0.0764598543628831,0.0,0.10749657080841084,0.0,0.10015358623588523,0.0,0.11842600793015168,0.0,0.08455233423034327,0,0
84,42500,0.1,0.0,-0.00022671805609270973,1.0,0.08357479734035536,0.0,0.1153555228081245,0.0,0.0902454922887921,0.0,0.100944877145653,0.0,0.10257426868106981,0.0,0.12628071992977635,0.0,0.096758070284548,0.0,0.08658869911331679,0.0,0.08505272555346882,0.0,0.11262482685489535,0,0
