,idx,accuracy,gmean,kappa,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,drifts_alerts,local_alerts
0,500,0.5986622073578596,0.570039416383304,0.5679187631968412,0.7647058823529411,0.15370886858542177,0.6935483870967742,0.21034896647915746,0.3114754098360656,0.23334557188141802,0.48333333333333334,0.2197488464054971,0.7538461538461538,0.1762108950905109,0,0
1,1000,0.852,0.8514876861713984,0.8143744418690988,0.9101123595505618,0.17226521645631415,0.813953488372093,0.15206922318683969,0.822429906542056,0.22667482509335454,0.8849557522123894,0.19707165822235237,0.8301886792452831,0.2518754697205222,0,0
2,1500,0.954,0.9536263677051903,0.9424242879386393,0.9809523809523809,0.18818976275716703,0.93,0.20897886794664075,0.9393939393939394,0.18456512820121035,0.9611650485436893,0.20483193950820228,0.9574468085106383,0.21343401506561901,0,0
3,2000,0.816,0.8120682010222744,0.7698918491691095,0.9891304347826086,0.19507595132134437,0.8,0.20514209920538823,0.625,0.21906557965517867,0.8272727272727273,0.20038799540031166,0.8631578947368421,0.18032837253519482,0,0
4,2500,0.938,0.9383483697202815,0.9224340689586148,1.0,0.19564496027693107,0.9504950495049505,0.21192594009868762,0.9150943396226415,0.18725605122686284,0.9263157894736842,0.19880194385090255,0.9029126213592233,0.20637110453424665,0,0
5,3000,0.936,0.9321978651863722,0.9197492163009405,0.9907407407407407,0.21933101495307541,1.0,0.2043610383329957,0.8351648351648352,0.13778723391211653,0.968421052631579,0.1593878507388465,0.8785046728971962,0.2791328620628842,0,0
6,3500,0.958,0.9499188884718727,0.9471756585434568,0.9908256880733946,0.2381417783739029,0.9807692307692307,0.19547114374394295,0.8441558441558441,0.1396062301755452,1.0,0.22691125231476617,0.9428571428571428,0.19986959539184224,0,0
7,4000,0.988,0.9884151512978314,0.9849564489196223,1.0,0.22519343582788703,0.9782608695652174,0.18832505818130996,0.9732142857142857,0.23679498145247294,0.990909090909091,0.18842020815519797,1.0,0.16126631638313219,0,0
8,4500,0.982,0.9810546978942456,0.9774301463028072,1.0,0.2390186834811272,0.9823008849557522,0.22364947159968268,0.9340659340659341,0.15101291931395672,0.9904761904761905,0.22335971754169168,1.0,0.16295920806354172,0,0
9,5000,0.978,0.9776980365183037,0.9724564812403598,1.0,0.1796320609200644,1.0,0.18295639763478763,0.9238095238095239,0.23534153091438068,1.0,0.23491915654895532,0.967032967032967,0.16715085398181204,0,0
10,5500,0.96,0.9583752431042806,0.9497782710667597,1.0,0.19777669417397042,0.9651162790697675,0.15383637552908308,0.9541284403669725,0.19419167698362233,0.9743589743589743,0.2422582526394298,0.9010989010989011,0.21193700067389454,0,0
11,6000,0.936,0.9318113326995694,0.9196573385489112,1.0,0.22506988690809257,0.8928571428571429,0.17396962194208357,0.9514563106796117,0.22918325122171956,0.96,0.14773510488587416,0.8613861386138614,0.22404213504222995,0,0
12,6500,0.98,0.9799731656545315,0.9749526605283987,1.0,0.1642868941904552,0.9795918367346939,0.1727828805286267,0.9578947368421052,0.16160449953544928,0.9896907216494846,0.2160221923571871,0.9732142857142857,0.2853035333882815,0,0
