,idx,accuracy,gmean,kappa,class_0,class_prop_0,class_1,class_prop_1,class_2,class_prop_2,class_3,class_prop_3,class_4,class_prop_4,drifts_alerts,local_alerts
0,500,0.5418060200668896,0.5204966768301156,0.5065521304766645,0.7450980392156863,0.15370886858542177,0.5645161290322581,0.21034896647915746,0.2786885245901639,0.23334557188141802,0.5166666666666667,0.2197488464054971,0.6307692307692307,0.1762108950905109,0,0
1,1000,0.584,0.5474408306777621,0.4806128768053696,0.7415730337078652,0.17226521645631415,0.6744186046511628,0.15206922318683969,0.22429906542056074,0.22667482509335454,0.6637168141592921,0.19707165822235237,0.660377358490566,0.2518754697205222,0,0
2,1500,0.624,0.6238307664345393,0.5289755217598276,0.6571428571428571,0.18818976275716703,0.6,0.20897886794664075,0.5858585858585859,0.18456512820121035,0.6407766990291263,0.20483193950820228,0.6382978723404256,0.21343401506561901,0,0
3,2000,0.594,0.5879652635248191,0.4914855135996312,0.6086956521739131,0.19507595132134437,0.63,0.20514209920538823,0.4230769230769231,0.21906557965517867,0.6636363636363637,0.20038799540031166,0.6526315789473685,0.18032837253519482,0,0
4,2500,0.608,0.605377358902833,0.5101151229461076,0.7395833333333334,0.19564496027693107,0.6039603960396039,0.21192594009868762,0.4716981132075472,0.18725605122686284,0.6210526315789474,0.19880194385090255,0.6213592233009708,0.20637110453424665,0,0
5,3000,0.582,0.5696978379181586,0.4765578040472851,0.6759259259259259,0.21933101495307541,0.66,0.2043610383329957,0.4065934065934066,0.13778723391211653,0.6,0.1593878507388465,0.5514018691588785,0.2791328620628842,0,0
6,3500,0.552,0.5263119538745211,0.43735274466364255,0.6697247706422018,0.2381417783739029,0.5192307692307693,0.19547114374394295,0.33766233766233766,0.1396062301755452,0.6226415094339622,0.22691125231476617,0.5523809523809524,0.19986959539184224,0,0
7,4000,0.528,0.5226796695850086,0.4097520958802698,0.7052631578947368,0.22519343582788703,0.5108695652173914,0.18832505818130996,0.35714285714285715,0.23679498145247294,0.5363636363636364,0.18842020815519797,0.5652173913043478,0.16126631638313219,0,0
8,4500,0.546,0.5373563271319932,0.43006352155464617,0.6699029126213593,0.2390186834811272,0.504424778761062,0.22364947159968268,0.3956043956043956,0.15101291931395672,0.5523809523809524,0.22335971754169168,0.6067415730337079,0.16295920806354172,0,0
9,5000,0.57,0.5646455342639708,0.46147950365943463,0.75,0.1796320609200644,0.5288461538461539,0.18295639763478763,0.47619047619047616,0.23534153091438068,0.5643564356435643,0.23491915654895532,0.5384615384615384,0.16715085398181204,0,0
10,5500,0.6,0.5928806715956397,0.49891515130257,0.7755102040816326,0.19777669417397042,0.6046511627906976,0.15383637552908308,0.44954128440366975,0.19419167698362233,0.6324786324786325,0.2422582526394298,0.5494505494505495,0.21193700067389454,0,0
